ET_ID,LINKNO,ROADNO,STARTKM,ENDKM,LENGTHKM,STARTDESC,ENDDESC,CLASS,REGION,WIDTH,LANES,SURFTYPE,CONDITION,AADT,PAVEMTYPE,COMMENT,geometry
,160-03,EN160,0.0,56.55,56.55,QUIMBELE,MACOCOLA,Primary,UIGE,7.9,2,Paved,Good,200,Paved,Assumed a minimum of 200 cars for all paved roads with no traffic information available.,"LINESTRING (16.09694618889628 -7.0127245703556405, 16.098700277010096 -6.9846591605345605, 16.098700277010096 -6.940806957689122, 16.112732981920637 -6.8969547548436845, 16.12501159871736 -6.870643433136422, 16.149568832310806 -6.8320534946324365, 16.149568832310806 -6.811004437266626, 16.16009336099371 -6.791709468014633, 16.17412606590425 -6.7671522344211885, 16.17412606590425 -6.742595000827743, 16.177634242131884 -6.712775502892845, 16.182896506473337 -6.686464181185582, 16.18640468270097 -6.663661035705955, 16.18640468270097 -6.6426119783401445, 16.18640468270097 -6.618054744746699, 16.18640468270097 -6.588235246811801, 16.182896506473337 -6.542628955852546)"
,160-04,EN160,0.0,37.29,37.29,MACOCOLA,SANZA POMBO,Primary,UIGE,7.9,2,Paved,Good,200,Paved,Assumed a minimum of 200 cars for all paved roads with no traffic information available.,"LINESTRING (15.980053649549458 -7.305025921084213, 15.98293046149814 -7.302149109135531, 15.995209078294863 -7.272329611200633, 16.005733606977767 -7.23198558458283, 16.005733606977767 -7.2021660866479325, 16.03029084057121 -7.170592500599217, 16.044323545481753 -7.1600679719163125, 16.049585809823206 -7.128494385867596, 16.063618514733747 -7.091658535477429, 16.070634867189018 -7.065347213770166, 16.082913483985738 -7.039035892062904, 16.09694618889628 -7.0127245703556405)"
,160-05,EN160,0.0,18.27,18.27,SANZA POMBO,UAMBA,Primary,UIGE,5.5,2,Unpaved,Poor,58,Track,5KM PAVED - Condition Good,"LINESTRING (15.98005364954946 -7.305025921084214, 16.00494570559178 -7.309926426118708, 16.01932976533519 -7.3156800500160735, 16.02796020118124 -7.327187297810804, 16.053851508719383 -7.335817733656851, 16.073989192360163 -7.335817733656851, 16.099880499898305 -7.335817733656851, 16.114264559641718 -7.335817733656851, 16.12971759576003 -7.335817733656851)"
,160-06,EN160,0.0,30.98,30.98,UAMBA,QUICUTE,Primary,UIGE,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.,"LINESTRING (16.12971759576003 -7.335817733656851, 16.13727905523118 -7.335817733656851, 16.15166311497459 -7.350201793400265, 16.168923986666687 -7.364585853143677, 16.186184858358782 -7.384723536784455, 16.19193848225615 -7.404861220425234, 16.19193848225615 -7.424998904066012, 16.19481529420483 -7.448013399655473, 16.19481529420483 -7.462397459398885, 16.200568918102196 -7.4681510832962505, 16.209199353948243 -7.476781519142299, 16.226460225640338 -7.473904707193616, 16.24084428538375 -7.4681510832962505, 16.266735592921894 -7.4681510832962505, 16.286873276562673 -7.473904707193616, 16.29743450131579 -7.48144843916013)"
,160-07,EN160,0.0,23.52,23.52,QUICUTE,QUIMESSE,Primary,MALANJE,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.,"LINESTRING (16.297444101779398 -7.4814480609143965, 16.30702051219147 -7.488288389892948, 16.330034890757208 -7.5113028881944555, 16.33578848559652 -7.51705651276874, 16.358802863903943 -7.5487014466917906, 16.37318684909009 -7.577469567511542, 16.373186844210764 -7.600484062537076, 16.37318683932621 -7.623498557567395, 16.373186836882002 -7.635005805084355, 16.376063633379957 -7.643636241132604, 16.38956508384563 -7.64118142245369)"
,160-09,EN160,0.0,16.32,16.32,QUIPANGE,QUIHUHU,Primary,MALANJE,5.5,2,Unpaved,Poor,20,Track,"Assumed a maximum of 20 cars for all track roads with no traffic information available.(Can't find the place ""QUIPANGE"")","LINESTRING (16.49527505867885 -7.661560553179762, 16.514141420508597 -7.675281543601398, 16.537155916098058 -7.686788791396128, 16.557293599738838 -7.6954192272421755, 16.568800847533566 -7.735694594523732, 16.571677659482248 -7.764462714010558)"
,160-16,EN160,0.0,12.88,12.88,QUELA,CATOMBA,Primary,MALANJE,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.,"LINESTRING (17.04074115360498 -9.401489077711169, 17.026705740039013 -9.390173485904018, 17.019866311075596 -9.381624199699749, 17.016446596593887 -9.376494627977188, 17.009607167630474 -9.366235484532064, 17.006187453148765 -9.354266483846088, 17.001057881426206 -9.33716791143755, 17.002767738667057 -9.325198910751572, 17.002767738667057 -9.313229910065596, 17.00447759590791 -9.302970766620474)"
,160-18,EN160,0.0,41.93,41.93,CABATUKILA,TALAMUNGONGO,Primary,MALANJE,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.,"LINESTRING (17.11414838457602 -9.407606346958755, 17.140117920123146 -9.453962438912368, 17.162027826894445 -9.486827299069319, 17.203108902090634 -9.536124589304743, 17.235973762247582 -9.57720566450093, 17.24418997728682 -9.596376832925817, 17.241451238940407 -9.61280926300429, 17.21132511712987 -9.64567412316124, 17.205847640437046 -9.678538983318191, 17.205847640437046 -9.719620058514378)"
,160-19,EN160,0.0,39.07,39.07,TALAMUNGONGO,MUSSULO,Primary,MALANJE,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.,"LINESTRING (17.205847640437046 -9.719620058514378, 17.249667453979644 -9.771656087096215, 17.271577360750946 -9.804520947253165, 17.28800979082942 -9.831908330717289, 17.282532314136596 -9.870250667567063, 17.28800979082942 -9.900376789377601, 17.28800979082942 -9.963367771345087, 17.28800979082942 -9.979800201423561, 17.304442220907895 -9.996232631502037, 17.315397174293544 -10.023620014966161)"
,160-20,EN160,0.0,39.76,39.76,MUSSULO,BUMBA-CABANGO,Primary,MALANJE,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.,"LINESTRING (17.315397174293544 -10.023620014966161, 17.30991969760072 -10.045529921737462, 17.318135912639956 -10.113998380397772, 17.348262034450492 -10.185205577404497, 17.38934310964668 -10.237241605986334, 17.40029806303233 -10.261890251104047, 17.40029806303233 -10.300232587953822, 17.40029806303233 -10.346791139842834)"
,160-21,EN160,0.0,31.66,31.66,BUMBA-CABANGO,GOIFUMO,Primary,MALANJE,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.,"LINESTRING (17.40029806303233 -10.346791139842834, 17.40029806303233 -10.36596230826772, 17.427685446496454 -10.415259598503145, 17.457811568306994 -10.459079412045744, 17.46328904499982 -10.491944272202694, 17.471505260039056 -10.516592917320406, 17.504370120196004 -10.549457777477356, 17.540293411214634 -10.572318053580121)"
,160-22,EN160,0.0,28.67,28.67,GOIFUMO,LUQUEMBO,Primary,MALANJE,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.,"LINESTRING (17.540293411214634 -10.572318053580121, 17.56462236381708 -10.58780011432713, 17.605703439013265 -10.60971002109843, 17.635829560823804 -10.628881189523318, 17.64130703751663 -10.656268572987441, 17.65226199090228 -10.67543974141233, 17.674171897673578 -10.691872171490804, 17.68786558940564 -10.702827124876453, 17.70983457607144 -10.742770736996093)"
,160-23,EN160,0.0,48.1,48.1,LUQUEMBO,QUIRIMA,Primary,MALANJE,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.,"LINESTRING (17.70983457607144 -10.742770736996093, 17.717991711216175 -10.757601891804704, 17.770027739798014 -10.798682967000891, 17.802892599954962 -10.80963792038654, 17.8330187217655 -10.806899182040128, 17.8549286285368 -10.793205490308065, 17.93161330223635 -10.823331612118603, 18.000081760896663 -10.85345773392914, 18.038424097746436 -10.87536764070044, 18.07676643459621 -10.905493762510977)"
,160-25,EN160,0.0,41.04,41.04,SAUTAR,LUMBUNGULA,Primary,MALANJE,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.,"LINESTRING (18.413633941679105 -11.1875836374384, 18.435543812371158 -11.201277330922041, 18.438282543579437 -11.231403452953986, 18.462931147095723 -11.264268315067627, 18.493057220500845 -11.286178224204166, 18.51770582378056 -11.335475516366715, 18.536876958610833 -11.390250284793678, 18.536876955684765 -11.423115144970055, 18.531399485681334 -11.439547574640503, 18.531399482998964 -11.469673696474198, 18.53139948007718 -11.502538556660015)"
,160-26,EN160,0.0,15.88,15.88,LUMBUNGULA,LUANDO,Primary,BIE,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.,"LINESTRING (18.53139700010068 -11.502538722028895, 18.490315924904493 -11.546358535571494, 18.471144756479607 -11.562790965649969, 18.46292854144037 -11.587439610767682, 18.454712326401133 -11.614826994231807)"
,160-28,EN160,0.0,11.99,11.99,MUACANHICA,CAIPUPA,Primary,BIE,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.,"LINESTRING (18.252045688766607 -11.87188375540501, 18.252045688766607 -11.883223352180229, 18.265739380498673 -11.91882695068359, 18.30955919404127 -11.916088212337177, 18.32167172174044 -11.912784795691948)"
,160-27,EN160,0.0,41.95,41.95,LUANDO,MUACANHICA,Primary,BIE,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.,"LINESTRING (18.454712326401133 -11.614826994231807, 18.438279896322655 -11.636736901003106, 18.42184746624418 -11.661385546120819, 18.413631251204944 -11.688772929584943, 18.41089251285853 -11.702466621317006, 18.388982606087232 -11.732592743127542, 18.358856484276696 -11.746286434859606, 18.33420783915898 -11.743547696513192, 18.317775409080507 -11.743547696513192, 18.28764928726997 -11.768196341630905, 18.271216857191497 -11.801061201787855, 18.268478118845085 -11.828448585251978, 18.268478118845085 -11.855835968716104, 18.252045688766607 -11.861313445408928, 18.252045688766607 -11.87188375540501)"
,160-31,EN160,0.0,6.52,6.52,MUNHANGO,SAMAJIMO,Primary,BIE,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.,"LINESTRING (18.558647128947676 -12.168263301156554, 18.53961321513992 -12.17352961689995, 18.526825957782403 -12.209049776226378)"
,160-32,EN160,0.0,79.23,79.23,SAMAJIMO,CANGOA,Primary,MOXICO,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.,"LINESTRING (18.526828382944945 -12.209049612048934, 18.514967009815145 -12.241997910614609, 18.504012068410834 -12.291295200214826, 18.493057124977042 -12.365241135043297, 18.465669778562447 -12.411799685081707, 18.443759903147743 -12.433709590303147, 18.43828243198074 -12.466574450199941, 18.43006622432364 -12.526826693494682, 18.41363381553526 -12.573385244383303, 18.402678874396855 -12.628160010779736, 18.402678870383497 -12.67471856292949, 18.39720140031941 -12.696628469414815, 18.397201396089816 -12.745925759940917, 18.39720139281448 -12.784268097023194, 18.39720138931933 -12.82534917247476, 18.378030246597802 -12.874646461598443)"
,160-33,EN160,0.0,33.85,33.85,CANGOA,SACARIMBUA,Primary,MOXICO,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.,"LINESTRING (18.378027652701583 -12.874646633581543, 18.421792691477254 -12.885099484937017, 18.453361215483568 -12.907648430655813, 18.4939493177774 -12.948236532949647, 18.521008052639957 -12.970785478668443, 18.53239122869874 -12.995809512619413, 18.55887021316457 -13.022288497085244, 18.582701299183817 -13.03817588776474, 18.60986756538467 -13.051759020865166)"
,160-34,EN160,0.0,52.87,52.87,SACARIMBUA,TEMPUE,Primary,MOXICO,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.,"LINESTRING (18.60986756538467 -13.051759020865166, 18.625067674329145 -13.059359075337404, 18.654194557241556 -13.096429653589567, 18.72039201840613 -13.141443927181477, 18.74687100287196 -13.165275013200723, 18.786589479570704 -13.228824575918715, 18.834251651609197 -13.310909427762788, 18.858082737628443 -13.35857159980128, 18.866026432968194 -13.395642178053441, 18.866026432968194 -13.422121162519272)"
,160-35,EN160,0.0,50.0,50.0,TEMPUE,CAMEIA,Primary,MOXICO,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.,"LINESTRING (18.866026432968194 -13.422121162519272, 18.858082737628443 -13.440656451645353, 18.852786940735278 -13.475079131450931, 18.842195346948948 -13.53598079572234, 18.834251651609197 -13.578347170867666, 18.84484324539553 -13.61806564756641, 18.87132222986136 -13.681615210284402, 18.89780121432719 -13.726629483876312, 18.937519691025933 -13.755756366788725, 18.966646573938345 -13.763700062128475, 18.971942370831513 -13.790179046594304, 18.975966072502185 -13.80225015160632)"
,170-01,EN170,0.0,30.94,30.94,CAMAXILO,CASSEMENE,Primary,LUNDA NORTE,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.,"LINESTRING (18.99896091496426 -8.60991181367417, 18.995541200482553 -8.6013625274699, 18.99041162875999 -8.585973812302216, 18.981862342555722 -8.567165382652824, 18.975022913592305 -8.544937238521724, 18.96818348462889 -8.529548523354041, 18.964763770147183 -8.520999237149772, 18.95963419842462 -8.509030236463795, 18.952794769461207 -8.49364152129611, 18.947665197738644 -8.474833091646719, 18.94424548325694 -8.464573948201595, 18.94424548325694 -8.454314804756473, 18.939115911534376 -8.440635946829643, 18.933986339811813 -8.418407802698542, 18.928856768089254 -8.404728944771712, 18.925437053607546 -8.387630372363175, 18.91859762464413 -8.37737122891805, 18.906144445819947 -8.356663881509016)"
,170-02,EN170,0.0,56.67,56.67,CASSEMENE,CARIERIA,Primary,LUNDA NORTE,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.,"LINESTRING (19.226371927997818 -8.962142405290056, 19.221242356275255 -8.945043832881518, 19.212693070070987 -8.92794526047298, 19.20927335558928 -8.917686117027857, 19.202433926625865 -8.910846688064442, 19.185335354217326 -8.910846688064442, 19.168236781808787 -8.907426973582734, 19.152848066641102 -8.900587544619318, 19.140879065955126 -8.893748115655903, 19.123780493546587 -8.888618543933342, 19.113521350101465 -8.886908686692488, 19.10668192113805 -8.881779114969927, 19.096422777692926 -8.880069257729073, 19.082743919766095 -8.876649543247366, 19.063935490116705 -8.876649543247366, 19.055386203912434 -8.874939686006512, 19.046836917708166 -8.864680542561388, 19.03144820254048 -8.849291827393705, 19.022898916336214 -8.837322826707727, 19.010929915650237 -8.82022425429919, 18.997251057723407 -8.801415824649798, 18.997251057723407 -8.782607395000404, 18.995541200482553 -8.758669393628452, 18.995541200482553 -8.744990535701621, 18.995541200482553 -8.73131167777479, 18.995541200482553 -8.719342677088814, 18.995541200482553 -8.702244104680275, 18.992121486000844 -8.691984961235153, 18.9938313432417 -8.674886388826614, 18.99896091496426 -8.657787816418077, 19.002380629445966 -8.635559672286977, 19.000670772205112 -8.623590671601, 18.99896091496426 -8.60991181367417)"
,170-03,EN170,0.0,24.81,24.81,CARIERIA,LUBALO,Primary,LUNDA NORTE,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.,"LINESTRING (19.293056360391116 -9.163905559710805, 19.291346503150262 -9.153646416265683, 19.2862169314277 -9.141677415579707, 19.28108735970514 -9.119449271448607, 19.274247930741723 -9.0938014128358, 19.26740850177831 -9.078412697668115, 19.248600072128916 -9.054474696296161, 19.238340928683794 -9.042505695610185, 19.231501499720377 -9.025407123201648, 19.228081785238672 -9.004888836311402, 19.224662070756963 -8.991209978384571, 19.224662070756963 -8.975821263216886, 19.226371927997818 -8.962142405290056)"
,170-07,EN170,0.0,33.72,33.72,CACOLO,CUCUMBI,Primary,LUNDA SUL,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.,"LINESTRING (19.042797910615608 -10.274479604196127, 19.050524849032097 -10.262537972097917, 19.067283009781434 -10.24577981134858, 19.09242025090544 -10.242428179198713, 19.11420585987958 -10.257510523873115, 19.125936572404118 -10.269241236397653, 19.14101891707852 -10.270917052472587, 19.16280452605266 -10.257510523873115, 19.1946450314764 -10.218966754149639, 19.274481720769305 -10.157218582062992)"
,170-10,EN170,0.0,54.74,54.74,CARIATA,SALIMBA,Primary,LUNDA SUL,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.,"LINESTRING (19.095521776888056 -11.504089229239455, 19.175111541184158 -11.421874878689163, 19.206910830249882 -11.336974978302242, 19.220094413798584 -11.286620975216382, 19.23608561402164 -11.201721073891362, 19.204286332237377 -11.172485232170134, 19.198915246385308 -11.138000368597812, 19.198915247986946 -11.114196657684564, 19.198915250485907 -11.077087282724982)"
,170-11,EN170,0.0,22.51,22.51,SALIMBA,CAMBUFA,Primary,MOXICO,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.,"LINESTRING (19.063720703125 -11.69769287109375, 19.063720703125 -11.65521240234375, 19.063720703125 -11.6260986328125, 19.07427978515625 -11.57037353515625, 19.09552001953125 -11.50408935546875)"
,170-13,EN170,0.0,84.86,84.86,CANGUNGE,MUCONDA,Primary,MOXICO,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.,"LINESTRING (19.45915976613936 -12.502866867392964, 19.48000543794433 -12.485495474222153, 19.456133612481697 -12.40327029762863, 19.42430451186485 -12.339612096394935, 19.38451813609379 -12.307782995778089, 19.334122060117114 -12.299825720623877, 19.302292959500267 -12.281258745264049, 19.26250658372921 -12.23616751939018, 19.21211050775253 -12.225557819184566, 19.18293383218709 -12.214948118978949, 19.18293383218709 -12.20168599372193, 19.21211050775253 -12.180466593310697, 19.228025058060958 -12.156594767848063, 19.228025058060958 -12.095588991665771, 19.23067748311236 -12.045192915689096, 19.23067748311236 -12.00010168981523, 19.213369815878462 -11.951919926537954)"
,170-14,EN170,0.0,207.88,207.88,MUCONDA,CANGAMBA,Primary,MOXICO,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.,"LINESTRING (19.849514834944024 -13.694259375711272, 19.84869252008948 -13.684391597456743, 19.830125544729654 -13.631343096428663, 19.80094886916421 -13.570337320246372, 19.798296444112804 -13.530550944475314, 19.787686743907187 -13.482807293550042, 19.769119768547363 -13.443020917778982, 19.73463824287911 -13.40853939211073, 19.713418842467878 -13.371405441391076, 19.60732184041172 -13.289180264797553, 19.522444238766795 -13.198997813049818, 19.4587860375331 -13.148601737073143, 19.41899966176204 -13.108815361302083, 19.38451813609379 -13.063724135428217, 19.336774485168515 -13.037199884914177, 19.2598541586778 -13.018632909554348, 19.15906200672445 -12.968236833577674, 19.092751380439353 -12.923145607703807, 19.055617429719696 -12.909883482446787, 19.034398029308466 -12.89927378224117, 19.04500772951408 -12.867444681624324, 19.074184405079524 -12.8515301313159, 19.121928056004794 -12.832963155956072, 19.15110473157024 -12.81174375554484, 19.18558625723849 -12.795829205236418, 19.220067782906742 -12.787871930082204, 19.241287183317972 -12.787871930082204, 19.254549308574994 -12.76400010461957, 19.249244458472184 -12.734823429054126, 19.23863475826657 -12.705646753488683, 19.246592033420782 -12.668512802769026, 19.281073559089034 -12.644640977306391, 19.323512359911497 -12.626074001946563, 19.350036610425537 -12.604854601535331, 19.38451813609379 -12.5836352011241, 19.40573753650502 -12.549153675455848, 19.448176337327485 -12.512019724736193, 19.45915976613936 -12.502866867392964)"
,170-15,EN170,0.0,65.15,65.15,CANGAMBA,MUZAZA,Primary,MOXICO,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.,"LINESTRING (19.991923472865295 -14.233443583097362, 19.978661347608274 -14.18569993217209, 19.973356497505467 -14.13795628124682, 19.930917696683004 -14.100822330527164, 19.922960421528792 -14.066340804858912, 19.922960421528792 -13.968201077956966, 19.90704587122037 -13.941676827442926, 19.90704587122037 -13.88332347631204, 19.87521677060352 -13.809055574872728, 19.85399737019229 -13.748049798690438, 19.849514834944024 -13.694259375711272)"
,170-16,EN170,0.0,21.55,21.55,MUZAZA,CANGUMBE,Primary,MOXICO,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.,"LINESTRING (19.997228322968102 -14.416460911644235, 19.997228322968102 -14.374022110821771, 20.00253317307091 -14.334235735050713, 20.005185598122313 -14.299754209382462, 20.013142873276525 -14.267925108765613, 19.991923472865295 -14.233443583097362)"
,170-17,EN170,0.0,69.38,69.38,CANGUMBE,LUANHICA,Primary,MOXICO,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.,"LINESTRING (20.313780694928802 -14.9340745275908, 20.292378089692566 -14.901970619736444, 20.246299399067418 -14.843765957894153, 20.195370319955412 -14.780710907565004, 20.173543571764554 -14.717655857235854, 20.149291629330264 -14.630348864472419, 20.12261449265255 -14.56729381414327, 20.069260219297114 -14.48483720986669, 19.997228322968102 -14.416460911644235)"
,180-16,EN180,0.0,166.59,166.59,RIVUNGO,LUIANA,Primary,CUANDO CUBANGO,5.5,2,Unpaved,Poor,20,Track,Assumed a maximum of 20 cars for all track roads with no traffic information available.,"LINESTRING (21.95221586812255 -16.375384462116834, 21.95734543984511 -16.40445203521135, 21.96076515432682 -16.424970322101597, 21.964184868808527 -16.44548860899184, 21.964184868808527 -16.467716753122943, 21.96076515432682 -16.484815325531482, 21.95221586812255 -16.501913897940018, 21.95221586812255 -16.519012470348557, 21.945376439159133 -16.530981471034533, 21.947086296399988 -16.544660328961363, 21.95221586812255 -16.561758901369902, 21.962475011567673 -16.57372790205588, 21.97102429777194 -16.582277188260147, 21.97444401225365 -16.595956046186977, 21.981283441217066 -16.599375760668686, 21.989832727421334 -16.606215189632103, 21.994962299143896 -16.61818419031808, 22.010351014311578 -16.63186304824491, 22.022320014997558 -16.64212219169003, 22.035998872924388 -16.64896162065345, 22.051387588092073 -16.66264047858028, 22.066776303259754 -16.669479907543693, 22.08216501842744 -16.679739050988815, 22.089004447390856 -16.688288337193086, 22.102683305317687 -16.705386909601625, 22.107812877040246 -16.720775624769306, 22.124911449448785 -16.73616433993699, 22.130041021171348 -16.74984319786382, 22.145429736339032 -16.760102341308947, 22.15739873702501 -16.773781199235778, 22.174497309433548 -16.796009343366876, 22.186466310119524 -16.806268486811998, 22.196725453564646 -16.81652763025712, 22.208694454250622 -16.831916345424805, 22.227502883900016 -16.852434632315052, 22.237762027345138 -16.866113490241883, 22.246311313549405 -16.87466277644615, 22.249731028031114 -16.881502205409568, 22.259990171476236 -16.893471206095544, 22.27024931492136 -16.902020492299812, 22.29247745905246 -16.917409207467497, 22.304446459738436 -16.93279792263518, 22.31470560318356 -16.946476780562012, 22.324964746628684 -16.95502606676628, 22.338643604555514 -16.973834496415673, 22.347192890759782 -16.992642926065066, 22.35061260524149 -17.00290206951019, 22.35574217696405 -17.021710499159582, 22.360871748686613 -17.04051892880897, 22.36942103489088 -17.050778072254094, 22.37284074937259 -17.055907643976656, 22.391649179021982 -17.075400016522394, 22.405328036948813 -17.094208446171784, 22.41729703763479 -17.107887304098615, 22.43097589556162 -17.121566162025445, 22.449784325211013 -17.13353516271142, 22.465173040378694 -17.143794306156547, 22.485691327268942 -17.157473164083378, 22.50278989967748 -17.166022450287645, 22.52159832932687 -17.17799145097362, 22.5352771872537 -17.186540737177893, 22.557505331384803 -17.196799880623015, 22.574603903793342 -17.20876888130899, 22.595122190683586 -17.22244773923582, 22.61051090585127 -17.23099702544009, 22.62760947825981 -17.23954631164436, 22.637868621704932 -17.24809559784863, 22.65496719411347 -17.256644884052896, 22.665226337558593 -17.266904027498022, 22.680615052726278 -17.277163170943144, 22.709682625820793 -17.29255188611083, 22.726781198229332 -17.30623074403766, 22.745589627878722 -17.3233293164462, 22.76610791476897 -17.331878602650466, 22.778076915454946 -17.342137746095588, 22.795175487863485 -17.35581660402242, 22.810564203031166 -17.366075747467544, 22.82937263268056 -17.381464462635225, 22.848181062329953 -17.395143320562056, 22.858440205775075 -17.407112321248036, 22.87040920646105 -17.420791179174866, 22.87724863542447 -17.43105032261999, 22.889217636110445 -17.439599608824256)"
,180-06,EN180,0.0,29.22,29.22,CHIMBILA,BUCACO,Primary,MOXICO,7.9,2,Paved,Good,801,Paved,,"LINESTRING (20.174651843201477 -11.451438077220882, 20.18027472689248 -11.428946533287139, 20.17840043428531 -11.38958633093663, 20.178400435774137 -11.35397471935554, 20.178400436244527 -11.342728947277621, 20.18214902591591 -11.314614517233125, 20.185897615353838 -11.292122973227897, 20.191520499358038 -11.262134247912988, 20.20089197180215 -11.234019818092984, 20.209519791640307 -11.197758412632824)"
,180-08,EN180,0.0,136.61,136.61,LUENA,LUCUSSE,Primary,MOXICO,7.9,2,Paved,Good,645,Paved,,"LINESTRING (20.806288495594785 -12.549775222537159, 20.800665609551004 -12.532906564405817, 20.780048360723807 -12.529157973709964, 20.716322318894292 -12.510415020230694, 20.67321352589197 -12.491672066751425, 20.6263561421938 -12.456060455140813, 20.59636741662697 -12.429820320269837, 20.5776244631477 -12.401705890050932, 20.536389965493306 -12.386711527267517, 20.506401239926475 -12.371717164484101, 20.46704103762001 -12.334231257525563, 20.418309358573914 -12.29299675987117, 20.38457204231123 -12.261133738956412, 20.36020620278818 -12.238642194781288, 20.320846000481716 -12.173041857603847, 20.294605865610738 -12.124310178557746, 20.247748481912563 -12.092447157642988, 20.18964532612683 -12.041841183248962, 20.137165056384877 -11.994983799550788, 20.105302035470118 -11.961246483288104, 20.058444651771943 -11.93875493911298, 19.994718609942428 -11.910640508894078, 19.970352770419378 -11.890023260066881, 19.944112635548404 -11.856285943804195, 19.899129547198157 -11.790685606626754)"
,180-09,EN180,0.0,52.23,52.23,LUCUSSE,LUZI,Primary,MOXICO,7.9,2,Paved,Good,645,Paved,,"LINESTRING (20.793710416153612 -12.973659627797993, 20.78941983746344 -12.956497313037302, 20.770676883984173 -12.911514224687055, 20.73693956772149 -12.845913887509614, 20.721945204938073 -12.821548047986564, 20.721945204938073 -12.802805094507294, 20.725693795633926 -12.772816368940463, 20.725693795633926 -12.727833280590218, 20.725693795633926 -12.694095964327532, 20.75380822585283 -12.641615694585578, 20.795042723507223 -12.583512538799845, 20.804414200246857 -12.564769585320574, 20.806288495594785 -12.549775222537159)"
,180-10,EN180,0.0,98.65,98.65,LUZI,LUTEMBO,Primary,MOXICO,7.9,2,Paved,Good,645,Paved,,"LINESTRING (21.35897599321844 -13.52257176334085, 21.3573313278853 -13.509414440675743, 21.319845420926764 -13.43819121745452, 21.265490855836884 -13.35947081284159, 21.19426763261566 -13.299493361707928, 21.184896155876025 -13.271378931489023, 21.1830218605281 -13.230144433834631, 21.160530316352975 -13.187035640832312, 21.156781725657122 -13.166418392005117, 21.154907430309194 -13.130806780394504, 21.15303313496127 -13.098943759479747, 21.12117011404651 -13.07832651065255, 21.02745534665016 -13.035217717650234, 20.999340916431258 -13.031469126954379, 20.950609237385155 -13.027720536258526, 20.905626149034912 -13.016474764170963, 20.86439165138052 -12.995857515343767, 20.828780039769907 -12.992108924647914, 20.796917018855147 -12.986486038604133, 20.793710416153612 -12.973659627797993)"
